"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"전라남도  (4600000000)","47.7","51"
"전라남도 목포시 (4611000000)","44.9","47.8"
"전라남도 목포시 용당1동(4611051000)","52.1","56.6"
"전라남도 목포시 용당2동(4611052000)","53.5","58.9"
"전라남도 목포시 연동(4611053500)","53.9","59.6"
"전라남도 목포시 산정동(4611054500)","45.8","48.5"
"전라남도 목포시 연산동(4611055400)","38.3","40.5"
"전라남도 목포시 원산동(4611055800)","44.9","49"
"전라남도 목포시 대성동(4611056500)","45.5","48.5"
"전라남도 목포시 목원동(4611059500)","55.1","59.9"
"전라남도 목포시 동명동(4611064000)","54.5","59.4"
"전라남도 목포시 삼학동(4611064500)","48.4","51.2"
"전라남도 목포시 만호동(4611065500)","57.2","62.3"
"전라남도 목포시 유달동(4611066000)","53","59.5"
"전라남도 목포시 죽교동(4611069500)","52.8","57.5"
"전라남도 목포시 북항동(4611070500)","46.2","50.1"
"전라남도 목포시 용해동(4611074500)","42.5","45.5"
"전라남도 목포시 이로동(4611075000)","43.8","46.9"
"전라남도 목포시 상동(4611075600)","43.6","47"
"전라남도 목포시 하당동(4611075700)","41.9","42.8"
"전라남도 목포시 신흥동(4611075800)","43.6","45.9"
"전라남도 목포시 삼향동(4611078000)","46.8","49.4"
"전라남도 목포시 옥암동(4611079000)","41.7","43.3"
"전라남도 목포시 부흥동(4611080000)","44.1","47.4"
"전라남도 목포시 부주동(4611081000)","38.8","40.2"
"전라남도 여수시 (4613000000)","46.3","49.1"
"전라남도 여수시 돌산읍(4613025000)","60.4","67.2"
"전라남도 여수시 돌산읍우두출장소(4613025100)","51.4","54.6"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","61.1","65.8"
"전라남도 여수시 소라면(4613031000)","43.6","45.8"
"전라남도 여수시 율촌면(4613032000)","54.6","60.2"
"전라남도 여수시 화양면(4613033000)","57.4","63.3"
"전라남도 여수시 남면(4613034000)","60.1","66.2"
"전라남도 여수시 화정면(4613035000)","63.6","69.8"
"전라남도 여수시 화정면개도출장소(4613035600)","60.3","66.1"
"전라남도 여수시 삼산면(4613036000)","57.2","61.1"
"전라남도 여수시 동문동(4613051500)","52.4","56.9"
"전라남도 여수시 한려동(4613053500)","53.7","57.5"
"전라남도 여수시 중앙동(4613057000)","54.6","59"
"전라남도 여수시 충무동(4613060000)","55.9","61.5"
"전라남도 여수시 광림동(4613062500)","51.9","56.5"
"전라남도 여수시 서강동(4613063500)","52.6","55.7"
"전라남도 여수시 대교동(4613065500)","56","60.5"
"전라남도 여수시 국동(4613067000)","50.2","53.9"
"전라남도 여수시 월호동(4613068500)","48.4","50.7"
"전라남도 여수시 여서동(4613070000)","47.9","51"
"전라남도 여수시 문수동(4613071000)","44.9","47.5"
"전라남도 여수시 미평동(4613073000)","45.8","49.3"
"전라남도 여수시 둔덕동(4613074000)","44.9","47"
"전라남도 여수시 만덕동(4613076500)","45.5","47.2"
"전라남도 여수시 쌍봉동(4613078000)","42","43.8"
"전라남도 여수시 시전동(4613079000)","38.5","40"
"전라남도 여수시 여천동(4613080000)","46.4","49.4"
"전라남도 여수시 주삼동(4613081000)","40.9","42.9"
"전라남도 여수시 삼일동(4613082000)","55.3","61.4"
"전라남도 여수시 묘도동(4613083000)","57.3","64.3"
"전라남도 순천시 (4615000000)","43.8","46.4"
"전라남도 순천시 승주읍(4615025000)","60.1","66.5"
"전라남도 순천시 해룡면(4615031000)","56.9","63.8"
"전라남도 순천시 해룡면상삼출장소(4615031500)","39.9","42.6"
"전라남도 순천시 해룡면신대출장소(4615031600)","33.7","34.3"
"전라남도 순천시 서면(4615032000)","45.3","48"
"전라남도 순천시 황전면(4615033000)","62.1","68.5"
"전라남도 순천시 월등면(4615034000)","61.3","66.1"
"전라남도 순천시 주암면(4615035000)","61","67.6"
"전라남도 순천시 송광면(4615036000)","61.9","70.2"
"전라남도 순천시 외서면(4615037000)","61.8","70.8"
"전라남도 순천시 낙안면(4615038000)","60.2","65.6"
"전라남도 순천시 별량면(4615039000)","58.1","64.9"
"전라남도 순천시 상사면(4615040000)","56.3","62.4"
"전라남도 순천시 향동(4615051500)","53.3","58.4"
"전라남도 순천시 매곡동(4615054000)","45.4","48.3"
"전라남도 순천시 삼산동(4615055000)","42.1","45"
"전라남도 순천시 조곡동(4615056000)","45.8","48"
"전라남도 순천시 덕연동(4615057000)","44","46.2"
"전라남도 순천시 풍덕동(4615058000)","50.7","54.8"
"전라남도 순천시 남제동(4615059000)","51.7","56.1"
"전라남도 순천시 저전동(4615060000)","52.9","56.8"
"전라남도 순천시 장천동(4615061000)","54.9","58.7"
"전라남도 순천시 중앙동(4615062000)","52.3","56.9"
"전라남도 순천시 도사동(4615063500)","43.7","45.9"
"전라남도 순천시 왕조1동(4615066100)","40.1","41.9"
"전라남도 순천시 왕조2동(4615066500)","41","42.8"
"전라남도 나주시 (4617000000)","45.8","48.6"
"전라남도 나주시 남평읍(4617025000)","47.7","50.6"
"전라남도 나주시 세지면(4617031000)","57.8","65.2"
"전라남도 나주시 왕곡면(4617032000)","57.6","64.2"
"전라남도 나주시 반남면(4617033000)","59.9","68.2"
"전라남도 나주시 공산면(4617034000)","57.3","63.3"
"전라남도 나주시 동강면(4617035000)","60","66.5"
"전라남도 나주시 다시면(4617036000)","58.7","65.1"
"전라남도 나주시 문평면(4617037000)","60.7","68"
"전라남도 나주시 노안면(4617038000)","59","65.2"
"전라남도 나주시 금천면(4617039000)","47.2","49.9"
"전라남도 나주시 산포면(4617040000)","56.7","62.1"
"전라남도 나주시 다도면(4617042000)","59.9","65.5"
"전라남도 나주시 봉황면(4617043000)","58.8","65.4"
"전라남도 나주시 송월동(4617051000)","40.2","42.7"
"전라남도 나주시 영강동(4617052000)","49.5","54.2"
"전라남도 나주시 금남동(4617054000)","51.8","57"
"전라남도 나주시 성북동(4617055000)","44.4","48"
"전라남도 나주시 영산동(4617058000)","57.3","62.4"
"전라남도 나주시 이창동(4617060000)","52.5","56.7"
"전라남도 나주시 빛가람동(4617062000)","34.8","35.5"
"전라남도 광양시 (4623000000)","43.3","45.1"
"전라남도 광양시 광양읍(4623025000)","44.3","46.3"
"전라남도 광양시 봉강면(4623031000)","56","62"
"전라남도 광양시 옥룡면(4623032000)","59.2","63.6"
"전라남도 광양시 옥곡면(4623033000)","50.6","53.6"
"전라남도 광양시 진상면(4623034000)","60.1","66.5"
"전라남도 광양시 진월면(4623035000)","60","65.1"
"전라남도 광양시 다압면(4623036000)","59.4","64"
"전라남도 광양시 골약동(4623051500)","33.9","33.7"
"전라남도 광양시 중마동(4623053000)","39.9","40.6"
"전라남도 광양시 광영동(4623054000)","47.1","48.8"
"전라남도 광양시 금호동(4623055000)","44.3","45.8"
"전라남도 광양시 태인동(4623057000)","53.7","61.5"
"전라남도 담양군 (4671000000)","52.6","56.5"
"전라남도 담양군 담양읍(4671025000)","47.4","50.5"
"전라남도 담양군 봉산면(4671031000)","56.5","60.6"
"전라남도 담양군 고서면(4671032000)","57","60.5"
"전라남도 담양군 가사문학면(4671033500)","59.2","62.3"
"전라남도 담양군 창평면(4671034000)","55.4","59.1"
"전라남도 담양군 대덕면(4671035000)","55.7","59.9"
"전라남도 담양군 무정면(4671036000)","55","62.8"
"전라남도 담양군 금성면(4671037000)","57.3","62.2"
"전라남도 담양군 용면(4671038000)","56.9","60.9"
"전라남도 담양군 월산면(4671039000)","56.7","60.4"
"전라남도 담양군 수북면(4671040000)","51.8","56.5"
"전라남도 담양군 대전면(4671041000)","52.5","56.9"
"전라남도 곡성군 (4672000000)","54.6","59.5"
"전라남도 곡성군 곡성읍(4672025000)","50","53.8"
"전라남도 곡성군 오곡면(4672031000)","56.5","62.8"
"전라남도 곡성군 삼기면(4672032000)","59.8","66.8"
"전라남도 곡성군 석곡면(4672033000)","58.7","64.4"
"전라남도 곡성군 목사동면(4672034000)","60.5","66.5"
"전라남도 곡성군 죽곡면(4672035000)","59","64.3"
"전라남도 곡성군 고달면(4672036000)","59.7","66.3"
"전라남도 곡성군 옥과면(4672037000)","50.7","54.5"
"전라남도 곡성군 입면(4672038000)","54.5","60.7"
"전라남도 곡성군 겸면(4672039000)","58.2","63.4"
"전라남도 곡성군 오산면(4672040000)","57.1","61.7"
"전라남도 구례군 (4673000000)","54.4","58.9"
"전라남도 구례군 구례읍(4673025000)","50.1","53.4"
"전라남도 구례군 문척면(4673031000)","56.7","61.4"
"전라남도 구례군 간전면(4673032000)","59.2","63.2"
"전라남도 구례군 토지면(4673033000)","58.4","63.3"
"전라남도 구례군 마산면(4673034000)","55.5","61.4"
"전라남도 구례군 광의면(4673035000)","58.6","65.7"
"전라남도 구례군 용방면(4673036000)","58.4","65.4"
"전라남도 구례군 산동면(4673037000)","57.8","62.6"
"전라남도 고흥군 (4677000000)","56.1","61.6"
"전라남도 고흥군 고흥읍(4677025000)","45.9","49.2"
"전라남도 고흥군 도양읍(4677025300)","52.9","56.7"
"전라남도 고흥군 도양읍소록출장소(4677025400)","63.1","65.5"
"전라남도 고흥군 도양읍시산출장소(4677025500)","55.7","67.5"
"전라남도 고흥군 풍양면(4677031000)","61.4","69.6"
"전라남도 고흥군 도덕면(4677032000)","60.4","67.1"
"전라남도 고흥군 금산면(4677033000)","60.8","66.5"
"전라남도 고흥군 도화면(4677034000)","60.6","65.4"
"전라남도 고흥군 포두면(4677035000)","60","66.3"
"전라남도 고흥군 봉래면(4677036000)","59.3","66"
"전라남도 고흥군 점암면(4677037000)","60.8","68"
"전라남도 고흥군 과역면(4677038000)","60.1","66.2"
"전라남도 고흥군 남양면(4677039000)","59","66.3"
"전라남도 고흥군 동강면(4677040000)","58","65.4"
"전라남도 고흥군 대서면(4677041000)","60","68.3"
"전라남도 고흥군 두원면(4677042000)","62","68.8"
"전라남도 고흥군 영남면(4677044000)","60.9","68.4"
"전라남도 고흥군 동일면(4677045000)","58.5","66.6"
"전라남도 보성군 (4678000000)","55.3","60.7"
"전라남도 보성군 보성읍(4678025000)","48.5","52"
"전라남도 보성군 벌교읍(4678025300)","55.2","60.2"
"전라남도 보성군 노동면(4678031000)","59.3","67.3"
"전라남도 보성군 미력면(4678032000)","58.5","65.2"
"전라남도 보성군 겸백면(4678033000)","60","67.1"
"전라남도 보성군 율어면(4678034000)","58.1","66.5"
"전라남도 보성군 복내면(4678035000)","59.7","65"
"전라남도 보성군 문덕면(4678036000)","57.6","62.6"
"전라남도 보성군 조성면(4678037000)","58.1","65.4"
"전라남도 보성군 득량면(4678038000)","59.2","66.1"
"전라남도 보성군 득량면예당출장소(4678038500)","54.7","61.7"
"전라남도 보성군 회천면(4678039000)","58.5","63.3"
"전라남도 보성군 웅치면(4678040000)","61.3","68"
"전라남도 화순군 (4679000000)","50","53.8"
"전라남도 화순군 화순읍(4679025000)","45.2","48.2"
"전라남도 화순군 한천면(4679031000)","58.7","62.5"
"전라남도 화순군 한천면영외출장소(4679031500)","62.2","69.5"
"전라남도 화순군 춘양면(4679032000)","59.6","66.2"
"전라남도 화순군 청풍면(4679033000)","61.8","70.1"
"전라남도 화순군 이양면(4679034000)","59","67.3"
"전라남도 화순군 능주면(4679035000)","55","59.4"
"전라남도 화순군 도곡면(4679036000)","56.8","62.5"
"전라남도 화순군 도암면(4679037000)","60.5","65.6"
"전라남도 화순군 이서면(4679038000)","60.2","64.2"
"전라남도 화순군 백아면(4679039500)","60.9","67.5"
"전라남도 화순군 동복면(4679040000)","60","66.4"
"전라남도 화순군 사평면(4679041500)","58.3","64.3"
"전라남도 화순군 동면(4679042000)","58.1","62.7"
"전라남도 장흥군 (4680000000)","53","58.2"
"전라남도 장흥군 장흥읍(4680025000)","46.2","49.9"
"전라남도 장흥군 관산읍(4680025300)","56.9","63.9"
"전라남도 장흥군 대덕읍(4680025600)","57.2","62.4"
"전라남도 장흥군 용산면(4680031000)","57.9","65.3"
"전라남도 장흥군 안양면(4680032000)","57.7","64"
"전라남도 장흥군 장동면(4680033000)","61.1","67.2"
"전라남도 장흥군 장평면(4680034000)","58.3","65.9"
"전라남도 장흥군 유치면(4680035000)","61.2","66.8"
"전라남도 장흥군 부산면(4680036000)","60","66.6"
"전라남도 장흥군 회진면(4680037000)","56.7","62.9"
"전라남도 강진군 (4681000000)","53","57.8"
"전라남도 강진군 강진읍(4681025000)","47.3","50.6"
"전라남도 강진군 군동면(4681031000)","50.8","56.7"
"전라남도 강진군 칠량면(4681032000)","58.6","64.4"
"전라남도 강진군 대구면(4681033000)","59.7","65.2"
"전라남도 강진군 도암면(4681034000)","60.1","65.7"
"전라남도 강진군 신전면(4681035000)","59.1","64.3"
"전라남도 강진군 성전면(4681036000)","57.7","63.6"
"전라남도 강진군 작천면(4681037000)","58","66.2"
"전라남도 강진군 병영면(4681038000)","57.4","65.2"
"전라남도 강진군 옴천면(4681039000)","58.2","65.2"
"전라남도 강진군 마량면(4681040000)","56.5","61.2"
"전라남도 해남군 (4682000000)","52.6","57.1"
"전라남도 해남군 해남읍(4682025000)","44.7","47.3"
"전라남도 해남군 삼산면(4682031000)","57.5","62.5"
"전라남도 해남군 화산면(4682032000)","58.2","64"
"전라남도 해남군 현산면(4682033000)","59","65.3"
"전라남도 해남군 송지면(4682034000)","55.2","60.3"
"전라남도 해남군 북평면(4682035000)","58.5","63.7"
"전라남도 해남군 북일면(4682036000)","59","65.6"
"전라남도 해남군 옥천면(4682037000)","57.4","62.9"
"전라남도 해남군 계곡면(4682038000)","59.2","66.7"
"전라남도 해남군 마산면(4682039000)","56.6","64.7"
"전라남도 해남군 황산면(4682040000)","57.6","63.1"
"전라남도 해남군 산이면(4682041000)","56","62.7"
"전라남도 해남군 문내면(4682042000)","56.6","62.2"
"전라남도 해남군 화원면(4682043000)","56.4","62.7"
"전라남도 영암군 (4683000000)","50","54.3"
"전라남도 영암군 영암읍(4683025000)","49.1","52.5"
"전라남도 영암군 삼호읍(4683025300)","43.3","43.9"
"전라남도 영암군 삼호읍서부출장소(4683025400)","44","45"
"전라남도 영암군 덕진면(4683031000)","57","64.4"
"전라남도 영암군 금정면(4683032000)","59.5","65.9"
"전라남도 영암군 신북면(4683033000)","57.3","63.2"
"전라남도 영암군 시종면(4683034000)","57.1","64.4"
"전라남도 영암군 도포면(4683035000)","57","65.2"
"전라남도 영암군 군서면(4683036000)","56.6","63.9"
"전라남도 영암군 서호면(4683037000)","58.7","65.4"
"전라남도 영암군 학산면(4683038000)","55.7","59.9"
"전라남도 영암군 미암면(4683039000)","58.3","63.6"
"전라남도 무안군 (4684000000)","43.4","45.9"
"전라남도 무안군 무안읍(4684025000)","46","50"
"전라남도 무안군 일로읍(4684025300)","37.3","38.9"
"전라남도 무안군 삼향읍(4684025600)","55.7","58.8"
"전라남도 무안군 삼향읍남악출장소(4684025800)","35.9","37.3"
"전라남도 무안군 몽탄면(4684032000)","59","65.7"
"전라남도 무안군 청계면(4684033000)","51.1","56.6"
"전라남도 무안군 현경면(4684034000)","58.5","63.5"
"전라남도 무안군 망운면(4684035000)","58.2","63.1"
"전라남도 무안군 해제면(4684036000)","58.1","64.5"
"전라남도 무안군 운남면(4684037000)","56.9","62.1"
"전라남도 함평군 (4686000000)","54.4","60"
"전라남도 함평군 함평읍(4686025000)","49.2","53.8"
"전라남도 함평군 손불면(4686031000)","57.5","63.3"
"전라남도 함평군 신광면(4686032000)","58.3","63.5"
"전라남도 함평군 학교면(4686033000)","57.4","63.5"
"전라남도 함평군 엄다면(4686034000)","56.9","63.9"
"전라남도 함평군 대동면(4686035000)","54.7","61.1"
"전라남도 함평군 나산면(4686036000)","57","63.5"
"전라남도 함평군 해보면(4686037000)","56","60.1"
"전라남도 함평군 월야면(4686038000)","54.5","61.4"
"전라남도 영광군 (4687000000)","49","52.9"
"전라남도 영광군 영광읍(4687025000)","43.9","46.3"
"전라남도 영광군 백수읍(4687025300)","55.3","62"
"전라남도 영광군 홍농읍(4687025600)","45","47.8"
"전라남도 영광군 대마면(4687031000)","54.4","60.5"
"전라남도 영광군 묘량면(4687032000)","56.2","60.6"
"전라남도 영광군 불갑면(4687033000)","54.3","58.1"
"전라남도 영광군 군서면(4687034000)","54","59.7"
"전라남도 영광군 군남면(4687035000)","58.5","66"
"전라남도 영광군 염산면(4687036000)","57.6","63.5"
"전라남도 영광군 법성면(4687037000)","53","58"
"전라남도 영광군 낙월면(4687038000)","53.1","56.1"
"전라남도 영광군 낙월면안마출장소(4687038500)","55.4","59.7"
"전라남도 장성군 (4688000000)","51.3","55.1"
"전라남도 장성군 장성읍(4688025000)","47.7","50.9"
"전라남도 장성군 진원면(4688031000)","51.2","54.5"
"전라남도 장성군 남면(4688032000)","53.6","57.5"
"전라남도 장성군 동화면(4688033000)","56.6","61.4"
"전라남도 장성군 삼서면(4688034000)","53.8","59.7"
"전라남도 장성군 삼계면(4688035000)","45.4","49.4"
"전라남도 장성군 황룡면(4688036000)","53.7","57.3"
"전라남도 장성군 서삼면(4688037000)","55","58.5"
"전라남도 장성군 북일면(4688038000)","58.7","63.8"
"전라남도 장성군 북이면(4688039000)","57.7","63.9"
"전라남도 장성군 북하면(4688040000)","58.6","62"
"전라남도 완도군 (4689000000)","52.1","57.1"
"전라남도 완도군 완도읍(4689025000)","46.8","50.2"
"전라남도 완도군 금일읍(4689025300)","53.9","59.7"
"전라남도 완도군 노화읍(4689025600)","51.1","56.9"
"전라남도 완도군 노화읍넙도출장소(4689029000)","53.3","60.2"
"전라남도 완도군 군외면(4689031000)","59.2","64.4"
"전라남도 완도군 신지면(4689032000)","56.6","62.1"
"전라남도 완도군 고금면(4689033000)","57.1","62.8"
"전라남도 완도군 약산면(4689034000)","57.7","64"
"전라남도 완도군 청산면(4689035000)","57.4","65.2"
"전라남도 완도군 청산면모도출장소(4689035500)","58.5","67.6"
"전라남도 완도군 소안면(4689036000)","55.1","61.6"
"전라남도 완도군 금당면(4689037000)","56.4","63.1"
"전라남도 완도군 보길면(4689038000)","49.9","55.5"
"전라남도 완도군 생일면(4689039000)","55.5","62.4"
"전라남도 진도군 (4690000000)","52.7","57.4"
"전라남도 진도군 진도읍(4690025000)","45.8","49.3"
"전라남도 진도군 군내면(4690031000)","55.8","61"
"전라남도 진도군 고군면(4690032000)","54.2","59.2"
"전라남도 진도군 의신면(4690033000)","57","63.1"
"전라남도 진도군 임회면(4690034000)","57.9","62.4"
"전라남도 진도군 지산면(4690035000)","58.5","65.5"
"전라남도 진도군 조도면(4690036000)","56.6","61.4"
"전라남도 진도군 조도면가사출장소(4690036500)","54.9","68.1"
"전라남도 진도군 조도면거차출장소(4690036600)","52.3","57.8"
"전라남도 신안군 (4691000000)","54.1","58.9"
"전라남도 신안군 지도읍(4691025000)","54.4","59.4"
"전라남도 신안군 지도읍선도출장소(4691025100)","58.4","66.2"
"전라남도 신안군 압해읍(4691025300)","53.9","57.9"
"전라남도 신안군 압해읍매화출장소(4691025400)","57.9","67"
"전라남도 신안군 압해읍고이도출장소(4691025500)","54.5","62"
"전라남도 신안군 증도면(4691031000)","56.3","63.1"
"전라남도 신안군 증도면병풍출장소(4691031500)","55.6","60.9"
"전라남도 신안군 임자면(4691032000)","51.7","56.2"
"전라남도 신안군 자은면(4691033000)","55.4","58.6"
"전라남도 신안군 비금면(4691034000)","53.9","58.6"
"전라남도 신안군 비금면수치도출장소(4691034500)","55.9","62.4"
"전라남도 신안군 도초면(4691035000)","53.5","57.6"
"전라남도 신안군 도초면우이도출장소(4691035500)","54","59.3"
"전라남도 신안군 흑산면(4691036000)","53","59.4"
"전라남도 신안군 흑산면가거도출장소(4691036500)","50.6","60"
"전라남도 신안군 흑산면태도출장소(4691036600)","49","56.2"
"전라남도 신안군 흑산면홍도출장소(4691036700)","49.5","53.7"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","55","61.4"
"전라남도 신안군 하의면(4691037000)","55.9","61.5"
"전라남도 신안군 신의면(4691038000)","51.9","55"
"전라남도 신안군 장산면(4691039000)","56.5","61.6"
"전라남도 신안군 안좌면(4691040000)","53.3","57.8"
"전라남도 신안군 팔금면(4691041000)","58.8","65.1"
"전라남도 신안군 암태면(4691042000)","56.5","61"
"경상북도  (4700000000)","47.3","50.8"
"경상북도 포항시 (4711000000)","45.5","48.5"
"경상북도 포항시 남구 (4711100000)","45.9","49"
"경상북도 포항시 남구 구룡포읍(4711125000)","58.9","65.1"
"경상북도 포항시 남구 연일읍(4711125300)","45.5","47.5"
"경상북도 포항시 남구 오천읍(4711125600)","41.8","44.1"
"경상북도 포항시 남구 대송면(4711131000)","57.9","62.3"
"경상북도 포항시 남구 동해면(4711132000)","51.1","54.2"
"경상북도 포항시 남구 장기면(4711133000)","61.5","67.1"
"경상북도 포항시 남구 호미곶면(4711135000)","59.8","66.7"
"경상북도 포항시 남구 상대동(4711152500)","49.4","53.2"
"경상북도 포항시 남구 해도동(4711154500)","53","57.6"
"경상북도 포항시 남구 송도동(4711155000)","54.6","59.2"
"경상북도 포항시 남구 청림동(4711156000)","49.2","55.1"
"경상북도 포항시 남구 제철동(4711157000)","47.1","52.1"
"경상북도 포항시 남구 효곡동(4711158000)","39.3","40.5"
"경상북도 포항시 남구 대이동(4711159000)","41.7","44.1"
"경상북도 포항시 북구 (4711300000)","45.1","48.1"
"경상북도 포항시 북구 흥해읍(4711325000)","41.9","44.7"
"경상북도 포항시 북구 신광면(4711331000)","60.6","65.9"
"경상북도 포항시 북구 청하면(4711332000)","58.4","64.2"
"경상북도 포항시 북구 송라면(4711333000)","60.2","66"
"경상북도 포항시 북구 기계면(4711334000)","60.3","65.1"
"경상북도 포항시 북구 죽장면(4711335000)","63.2","68.6"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","63.4","67.3"
"경상북도 포항시 북구 기북면(4711336000)","62.2","67"
"경상북도 포항시 북구 중앙동(4711352000)","52.4","56"
"경상북도 포항시 북구 양학동(4711363000)","45.3","48"
"경상북도 포항시 북구 죽도동(4711365500)","50.8","54.9"
"경상북도 포항시 북구 용흥동(4711366500)","49","52.2"
"경상북도 포항시 북구 우창동(4711368000)","42.9","46.3"
"경상북도 포항시 북구 두호동(4711369000)","45.5","47.9"
"경상북도 포항시 북구 장량동(4711370000)","40.8","42.6"
"경상북도 포항시 북구 환여동(4711371000)","44.6","46.9"
"경상북도 경주시 (4713000000)","48.5","52"
"경상북도 경주시 감포읍(4713025000)","56.3","62.8"
"경상북도 경주시 안강읍(4713025300)","52.5","56.8"
"경상북도 경주시 건천읍(4713025600)","50.2","53.6"
"경상북도 경주시 외동읍(4713025900)","49.9","53.1"
"경상북도 경주시 문무대왕면(4713031500)","52.6","59.8"
"경상북도 경주시 양남면(4713032000)","53.3","57.4"
"경상북도 경주시 내남면(4713033000)","59.7","64.6"
"경상북도 경주시 산내면(4713034000)","63.1","66.2"
"경상북도 경주시 서면(4713035000)","59.5","65.5"
"경상북도 경주시 현곡면(4713036000)","42.3","44.9"
"경상북도 경주시 강동면(4713037000)","56.2","61.3"
"경상북도 경주시 천북면(4713038000)","53.3","56"
"경상북도 경주시 중부동(4713051500)","53.8","58.2"
"경상북도 경주시 황오동(4713053000)","54.7","59.7"
"경상북도 경주시 성건동(4713055000)","49.5","54.8"
"경상북도 경주시 황남동(4713057000)","58.4","63.5"
"경상북도 경주시 선도동(4713059000)","45.2","48.8"
"경상북도 경주시 월성동(4713060500)","52.8","56.9"
"경상북도 경주시 용강동(4713061500)","40.1","42.2"
"경상북도 경주시 황성동(4713062100)","42","44.6"
"경상북도 경주시 동천동(4713063000)","47.3","50.4"
"경상북도 경주시 불국동(4713065000)","49.9","53.5"
"경상북도 경주시 보덕동(4713066000)","55","59.7"
"경상북도 김천시 (4715000000)","47.4","51.5"
"경상북도 김천시 아포읍(4715025000)","52.7","56"
"경상북도 김천시 농소면(4715031000)","54.6","59.8"
"경상북도 김천시 남면(4715032000)","57.9","64.1"
"경상북도 김천시 개령면(4715034000)","58.6","64.9"
"경상북도 김천시 감문면(4715035000)","61.3","66.9"
"경상북도 김천시 어모면(4715036000)","55.4","60.7"
"경상북도 김천시 봉산면(4715037000)","57.9","62.7"
"경상북도 김천시 대항면(4715038000)","56.8","61.8"
"경상북도 김천시 감천면(4715039000)","58","63.9"
"경상북도 김천시 조마면(4715040000)","59.3","64.2"
"경상북도 김천시 구성면(4715041000)","61.8","68.2"
"경상북도 김천시 지례면(4715042000)","61.5","67.4"
"경상북도 김천시 부항면(4715043000)","61","67.3"
"경상북도 김천시 대덕면(4715044000)","55.4","60.5"
"경상북도 김천시 증산면(4715045000)","62.2","66.5"
"경상북도 김천시 자산동(4715051600)","53.8","59.1"
"경상북도 김천시 평화남산동(4715053600)","52.5","58.8"
"경상북도 김천시 양금동(4715056500)","56.8","61.8"
"경상북도 김천시 대신동(4715057500)","43","46.1"
"경상북도 김천시 대곡동(4715059500)","44.2","49.6"
"경상북도 김천시 지좌동(4715061000)","44.3","48.4"
"경상북도 김천시 율곡동(4715064000)","34.6","35.5"
"경상북도 안동시 (4717000000)","47.8","51.5"
"경상북도 안동시 풍산읍(4717025000)","52.5","56.4"
"경상북도 안동시 와룡면(4717031000)","59.5","65.1"
"경상북도 안동시 북후면(4717032000)","60.2","66.4"
"경상북도 안동시 서후면(4717033000)","54.2","59.3"
"경상북도 안동시 풍천면(4717034000)","45.7","48.3"
"경상북도 안동시 일직면(4717035000)","61.1","66.4"
"경상북도 안동시 남후면(4717036000)","61.1","67.9"
"경상북도 안동시 남선면(4717037000)","58.1","63"
"경상북도 안동시 임하면(4717038000)","59.7","65.4"
"경상북도 안동시 길안면(4717039000)","62.3","67.9"
"경상북도 안동시 임동면(4717040000)","62.1","67.3"
"경상북도 안동시 예안면(4717041000)","61.5","68.1"
"경상북도 안동시 도산면(4717042000)","63","68.3"
"경상북도 안동시 녹전면(4717043000)","62.9","67.2"
"경상북도 안동시 중구동(4717051000)","50.2","53.7"
"경상북도 안동시 명륜동(4717052000)","50.5","54"
"경상북도 안동시 용상동(4717055500)","40.8","44.7"
"경상북도 안동시 서구동(4717058500)","48.7","52.6"
"경상북도 안동시 태화동(4717060000)","48.5","52.1"
"경상북도 안동시 평화동(4717062000)","49.9","54.2"
"경상북도 안동시 안기동(4717063000)","49.8","53"
"경상북도 안동시 옥동(4717065000)","42.5","46.4"
"경상북도 안동시 송하동(4717066000)","42.5","46.4"
"경상북도 안동시 강남동(4717069000)","40.8","42.9"
"경상북도 구미시 (4719000000)","41.2","43.4"
"경상북도 구미시 선산읍(4719025000)","51.3","55.4"
"경상북도 구미시 고아읍(4719025300)","42.7","45"
"경상북도 구미시 산동읍(4719025600)","33.3","33.1"
"경상북도 구미시 무을면(4719031000)","61.1","66.8"
"경상북도 구미시 옥성면(4719032000)","60.5","66.8"
"경상북도 구미시 도개면(4719033000)","59.9","65.9"
"경상북도 구미시 해평면(4719034000)","58.9","64.5"
"경상북도 구미시 장천면(4719036000)","56.9","61.9"
"경상북도 구미시 송정동(4719051000)","44.1","46.1"
"경상북도 구미시 원평동(4719053500)","45","46"
"경상북도 구미시 도량동(4719055100)","44.3","46.9"
"경상북도 구미시 지산동(4719055500)","55.1","58.9"
"경상북도 구미시 선주원남동(4719056500)","41.3","43.2"
"경상북도 구미시 형곡1동(4719058200)","44.5","47.2"
"경상북도 구미시 형곡2동(4719058300)","45.1","48.4"
"경상북도 구미시 신평1동(4719059000)","41.6","47.6"
"경상북도 구미시 신평2동(4719060000)","44.3","46.8"
"경상북도 구미시 비산동(4719061000)","39.4","40.4"
"경상북도 구미시 광평동(4719063000)","43.8","47.2"
"경상북도 구미시 상모사곡동(4719064500)","40.5","42"
"경상북도 구미시 임오동(4719066000)","39.7","41"
"경상북도 구미시 인동동(4719067000)","39.6","41.8"
"경상북도 구미시 진미동(4719068000)","38.7","39.8"
