"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"충청남도 당진시 송악읍(4427025300)","44.4","45.2"
"충청남도 당진시 고대면(4427031000)","56.3","60.9"
"충청남도 당진시 석문면(4427032000)","53.7","58.8"
"충청남도 당진시 대호지면(4427033000)","61.3","66.3"
"충청남도 당진시 정미면(4427034000)","58.6","61.8"
"충청남도 당진시 면천면(4427035000)","58.4","62.7"
"충청남도 당진시 순성면(4427036000)","57.8","62.3"
"충청남도 당진시 우강면(4427037000)","55","59.5"
"충청남도 당진시 신평면(4427038000)","46.9","49.4"
"충청남도 당진시 송산면(4427039000)","47.1","50.2"
"충청남도 당진시 당진1동(4427051000)","37.2","38.4"
"충청남도 당진시 당진2동(4427052000)","41.3","43"
"충청남도 당진시 당진3동(4427053000)","41.4","43.7"
"충청남도 금산군 (4471000000)","52.8","56.4"
"충청남도 금산군 금산읍(4471025000)","47.6","50.9"
"충청남도 금산군 금성면(4471031000)","58.3","63.7"
"충청남도 금산군 제원면(4471032000)","58.2","64"
"충청남도 금산군 부리면(4471033000)","61.9","66.9"
"충청남도 금산군 군북면(4471034000)","58.6","62.5"
"충청남도 금산군 남일면(4471035000)","51.9","57.2"
"충청남도 금산군 남이면(4471036000)","59","62.9"
"충청남도 금산군 진산면(4471037000)","59.7","62.7"
"충청남도 금산군 복수면(4471038000)","58.5","62.9"
"충청남도 금산군 추부면(4471039000)","52.8","55.5"
"충청남도 부여군 (4476000000)","54.5","58.9"
"충청남도 부여군 부여읍(4476025000)","50.5","54.3"
"충청남도 부여군 규암면(4476031000)","47.3","50.4"
"충청남도 부여군 은산면(4476032000)","58.6","62.6"
"충청남도 부여군 외산면(4476033000)","60.5","67.1"
"충청남도 부여군 내산면(4476034000)","60.9","66.8"
"충청남도 부여군 구룡면(4476035000)","59.3","64.9"
"충청남도 부여군 홍산면(4476036000)","58.7","64.4"
"충청남도 부여군 옥산면(4476037000)","61.7","66"
"충청남도 부여군 남면(4476038000)","60","66.4"
"충청남도 부여군 충화면(4476039000)","62.4","68"
"충청남도 부여군 양화면(4476040000)","63.9","68.4"
"충청남도 부여군 임천면(4476041000)","60.1","64.7"
"충청남도 부여군 장암면(4476042000)","59.5","66.3"
"충청남도 부여군 세도면(4476043000)","59.2","64.3"
"충청남도 부여군 석성면(4476044000)","55.8","60.9"
"충청남도 부여군 초촌면(4476045000)","59.5","65.2"
"충청남도 서천군 (4477000000)","55","59.5"
"충청남도 서천군 장항읍(4477025000)","51.2","55.1"
"충청남도 서천군 서천읍(4477025300)","48.6","52"
"충청남도 서천군 마서면(4477031000)","58.6","64.1"
"충청남도 서천군 화양면(4477032000)","62.5","68.3"
"충청남도 서천군 기산면(4477033000)","62.2","67.5"
"충청남도 서천군 한산면(4477034000)","60.7","66.4"
"충청남도 서천군 마산면(4477035000)","61","65.5"
"충청남도 서천군 시초면(4477036000)","62.5","67.8"
"충청남도 서천군 문산면(4477037000)","63.4","68.3"
"충청남도 서천군 판교면(4477038000)","63.3","66.6"
"충청남도 서천군 종천면(4477039000)","60.9","66.5"
"충청남도 서천군 비인면(4477040000)","59","65.2"
"충청남도 서천군 서면(4477041000)","55.7","59.9"
"충청남도 청양군 (4479000000)","54.4","58.9"
"충청남도 청양군 청양읍(4479025000)","47","50.6"
"충청남도 청양군 운곡면(4479031000)","59.7","65.1"
"충청남도 청양군 대치면(4479032000)","58.6","62.3"
"충청남도 청양군 정산면(4479033000)","54","58.6"
"충청남도 청양군 목면(4479034000)","57.4","62.3"
"충청남도 청양군 청남면(4479035000)","57.7","63.7"
"충청남도 청양군 장평면(4479036000)","59.4","63.4"
"충청남도 청양군 남양면(4479037000)","60","65.5"
"충청남도 청양군 화성면(4479038000)","59.7","64.8"
"충청남도 청양군 비봉면(4479039000)","58.8","64.4"
"충청남도 홍성군 (4480000000)","47.2","50.5"
"충청남도 홍성군 홍성읍(4480025000)","46.7","50.1"
"충청남도 홍성군 광천읍(4480025300)","57.6","62.8"
"충청남도 홍성군 홍북읍(4480025600)","37.7","39"
"충청남도 홍성군 금마면(4480032000)","59.2","65"
"충청남도 홍성군 홍동면(4480033000)","56.2","61.4"
"충청남도 홍성군 장곡면(4480034000)","60.5","66.5"
"충청남도 홍성군 은하면(4480035000)","62.5","68.3"
"충청남도 홍성군 결성면(4480036000)","61.8","67.6"
"충청남도 홍성군 서부면(4480037000)","60.5","64.8"
"충청남도 홍성군 갈산면(4480038000)","59.5","66.3"
"충청남도 홍성군 구항면(4480039000)","58.8","63.5"
"충청남도 예산군 (4481000000)","51.8","55.5"
"충청남도 예산군 예산읍(4481025000)","49.3","52.9"
"충청남도 예산군 삽교읍(4481025300)","43.3","45.3"
"충청남도 예산군 대술면(4481031000)","61","66.2"
"충청남도 예산군 신양면(4481032000)","59.7","65.4"
"충청남도 예산군 광시면(4481033000)","60.9","65.6"
"충청남도 예산군 대흥면(4481034000)","62.1","66"
"충청남도 예산군 응봉면(4481035000)","57.4","63"
"충청남도 예산군 덕산면(4481036000)","56","60.5"
"충청남도 예산군 봉산면(4481037000)","58.7","63.6"
"충청남도 예산군 고덕면(4481038000)","59.4","64"
"충청남도 예산군 신암면(4481039000)","59.4","66.1"
"충청남도 예산군 오가면(4481040000)","59.1","64.6"
"충청남도 태안군 (4482500000)","53.4","57.2"
"충청남도 태안군 태안읍(4482525000)","47.9","50.8"
"충청남도 태안군 안면읍(4482525300)","56","60.4"
"충청남도 태안군 고남면(4482531000)","59.5","63.1"
"충청남도 태안군 남면(4482532000)","56.8","62.3"
"충청남도 태안군 근흥면(4482533000)","59.2","63.8"
"충청남도 태안군 소원면(4482534000)","60.6","65.4"
"충청남도 태안군 원북면(4482535000)","58.8","63.8"
"충청남도 태안군 이원면(4482536000)","60.8","65.6"
"전북특별자치도  (5200000000)","46.8","49.8"
"전북특별자치도 전주시 (5211000000)","43.2","45.7"
"전북특별자치도 전주시 완산구 (5211100000)","44.2","47"
"전북특별자치도 전주시 완산구 중앙동(5211151000)","47.1","50.2"
"전북특별자치도 전주시 완산구 풍남동(5211153000)","55.3","60.2"
"전북특별자치도 전주시 완산구 노송동(5211160500)","50.4","54.5"
"전북특별자치도 전주시 완산구 완산동(5211163500)","50.2","54.3"
"전북특별자치도 전주시 완산구 동서학동(5211165000)","52.9","56.2"
"전북특별자치도 전주시 완산구 서서학동(5211166000)","51.9","56"
"전북특별자치도 전주시 완산구 중화산1동(5211167100)","45.9","48.7"
"전북특별자치도 전주시 완산구 중화산2동(5211167200)","41.7","43"
"전북특별자치도 전주시 완산구 서신동(5211168000)","42","44.3"
"전북특별자치도 전주시 완산구 평화1동(5211169100)","51.2","56.7"
"전북특별자치도 전주시 완산구 평화2동(5211169200)","44.3","47.1"
"전북특별자치도 전주시 완산구 삼천1동(5211170100)","46.2","49"
"전북특별자치도 전주시 완산구 삼천2동(5211170200)","48.3","51.1"
"전북특별자치도 전주시 완산구 삼천3동(5211170300)","45.6","48.9"
"전북특별자치도 전주시 완산구 효자1동(5211171100)","46.1","49.9"
"전북특별자치도 전주시 완산구 효자2동(5211171200)","47.9","51.1"
"전북특별자치도 전주시 완산구 효자3동(5211171300)","45.8","49.8"
"전북특별자치도 전주시 완산구 효자4동(5211171400)","38.9","40.8"
"전북특별자치도 전주시 완산구 효자5동(5211173000)","38.5","39.6"
"전북특별자치도 전주시 덕진구 (5211300000)","42.2","44.4"
"전북특별자치도 전주시 덕진구 진북동(5211352500)","51.4","55.7"
"전북특별자치도 전주시 덕진구 인후1동(5211354000)","44.7","47.5"
"전북특별자치도 전주시 덕진구 인후2동(5211355000)","49.7","52.5"
"전북특별자치도 전주시 덕진구 인후3동(5211356000)","42.7","44.8"
"전북특별자치도 전주시 덕진구 덕진동(5211357000)","40.5","43.1"
"전북특별자치도 전주시 덕진구 금암동(5211357500)","44.5","47.9"
"전북특별자치도 전주시 덕진구 팔복동(5211360000)","49.9","54.1"
"전북특별자치도 전주시 덕진구 우아1동(5211361100)","44.8","46.1"
"전북특별자치도 전주시 덕진구 우아2동(5211361200)","46.7","48.5"
"전북특별자치도 전주시 덕진구 호성동(5211362000)","45.2","48.1"
"전북특별자치도 전주시 덕진구 송천1동(5211364100)","37.4","39"
"전북특별자치도 전주시 덕진구 송천2동(5211364200)","42.9","45.2"
"전북특별자치도 전주시 덕진구 조촌동(5211365000)","46.6","49.4"
"전북특별자치도 전주시 덕진구 여의동(5211366500)","44.1","47.2"
"전북특별자치도 전주시 덕진구 혁신동(5211367000)","35","35.8"
"전북특별자치도 군산시 (5213000000)","46","48.6"
"전북특별자치도 군산시 옥구읍(5213025000)","57.7","62.9"
"전북특별자치도 군산시 옥산면(5213031000)","46","47.3"
"전북특별자치도 군산시 회현면(5213032000)","52.8","56.6"
"전북특별자치도 군산시 임피면(5213033000)","57.3","63.9"
"전북특별자치도 군산시 서수면(5213034000)","58.6","64"
"전북특별자치도 군산시 대야면(5213035000)","57.5","63.2"
"전북특별자치도 군산시 개정면(5213036000)","56.9","61.9"
"전북특별자치도 군산시 성산면(5213037000)","58.6","61.1"
"전북특별자치도 군산시 나포면(5213038000)","59.8","64.5"
"전북특별자치도 군산시 옥도면(5213039000)","54.8","58.9"
"전북특별자치도 군산시 옥서면(5213040000)","54.3","61.4"
"전북특별자치도 군산시 해신동(5213051500)","56.2","58.6"
"전북특별자치도 군산시 월명동(5213053000)","54.4","57.8"
"전북특별자치도 군산시 신풍동(5213055000)","51.5","56.1"
"전북특별자치도 군산시 삼학동(5213056000)","55.3","60.4"
"전북특별자치도 군산시 중앙동(5213060500)","51.1","54.3"
"전북특별자치도 군산시 흥남동(5213064000)","47.3","50.1"
"전북특별자치도 군산시 조촌동(5213065000)","39.9","41.6"
"전북특별자치도 군산시 경암동(5213066000)","51.7","56.2"
"전북특별자치도 군산시 구암동(5213067000)","42.3","43.3"
"전북특별자치도 군산시 개정동(5213068000)","52.3","55.9"
"전북특별자치도 군산시 수송동(5213069000)","39.9","41.5"
"전북특별자치도 군산시 나운1동(5213070100)","47.7","50.7"
"전북특별자치도 군산시 나운2동(5213070200)","46.5","49.3"
"전북특별자치도 군산시 나운3동(5213070300)","43.4","46"
"전북특별자치도 군산시 소룡동(5213071000)","46.8","49.1"
"전북특별자치도 군산시 미성동(5213072000)","49.1","51.6"
"전북특별자치도 익산시 (5214000000)","46.5","49.4"
"전북특별자치도 익산시 함열읍(5214025000)","52.7","57.5"
"전북특별자치도 익산시 오산면(5214031000)","52.6","56"
"전북특별자치도 익산시 황등면(5214032000)","54","59"
"전북특별자치도 익산시 함라면(5214033000)","58.9","62.6"
"전북특별자치도 익산시 웅포면(5214034000)","60.3","66.3"
"전북특별자치도 익산시 성당면(5214035000)","59.3","64.6"
"전북특별자치도 익산시 용안면(5214036000)","58.7","64.5"
"전북특별자치도 익산시 낭산면(5214037000)","57.5","62.3"
"전북특별자치도 익산시 망성면(5214038000)","59.9","64.9"
"전북특별자치도 익산시 여산면(5214039000)","54.4","60.2"
"전북특별자치도 익산시 금마면(5214040000)","50.9","54.3"
"전북특별자치도 익산시 왕궁면(5214041000)","52.9","58"
"전북특별자치도 익산시 춘포면(5214042000)","53.6","59.5"
"전북특별자치도 익산시 삼기면(5214043000)","56.9","62.4"
"전북특별자치도 익산시 용동면(5214044000)","60.5","67.1"
"전북특별자치도 익산시 중앙동(5214052000)","53.2","57.4"
"전북특별자치도 익산시 평화동(5214053000)","48.8","50.1"
"전북특별자치도 익산시 인화동(5214056000)","52.2","56.3"
"전북특별자치도 익산시 동산동(5214057000)","47.2","50.8"
"전북특별자치도 익산시 마동(5214058000)","40.4","42"
"전북특별자치도 익산시 남중동(5214059500)","50.7","55.2"
"전북특별자치도 익산시 모현동(5214061000)","44.1","46.6"
"전북특별자치도 익산시 송학동(5214062000)","41.3","43.3"
"전북특별자치도 익산시 영등1동(5214064600)","45.3","48.3"
"전북특별자치도 익산시 영등2동(5214064700)","41.4","43.8"
"전북특별자치도 익산시 어양동(5214065200)","41.9","44.5"
"전북특별자치도 익산시 신동(5214065600)","44","47.3"
"전북특별자치도 익산시 팔봉동(5214067000)","46.4","48.7"
"전북특별자치도 익산시 삼성동(5214069000)","42.8","44.7"
"전북특별자치도 정읍시 (5218000000)","50.1","54.3"
"전북특별자치도 정읍시 신태인읍(5218025000)","54.7","60.8"
"전북특별자치도 정읍시 북면(5218031000)","55.2","58.6"
"전북특별자치도 정읍시 입암면(5218032000)","58.1","65.1"
"전북특별자치도 정읍시 소성면(5218033000)","59","66.1"
"전북특별자치도 정읍시 고부면(5218034000)","58.4","65.1"
"전북특별자치도 정읍시 영원면(5218035000)","59.2","66.4"
"전북특별자치도 정읍시 덕천면(5218036000)","56.8","64.1"
"전북특별자치도 정읍시 이평면(5218037000)","58.3","67.1"
"전북특별자치도 정읍시 정우면(5218038000)","58.8","65"
"전북특별자치도 정읍시 태인면(5218039000)","58.3","64.7"
"전북특별자치도 정읍시 감곡면(5218040000)","60.1","66.8"
"전북특별자치도 정읍시 옹동면(5218041000)","59","64.8"
"전북특별자치도 정읍시 칠보면(5218042000)","56.3","64.4"
"전북특별자치도 정읍시 산내면(5218043000)","59.3","65.1"
"전북특별자치도 정읍시 산외면(5218044000)","59.8","65.7"
"전북특별자치도 정읍시 수성동(5218051000)","44.2","47.2"
"전북특별자치도 정읍시 장명동(5218052000)","50.2","54.5"
"전북특별자치도 정읍시 내장상동(5218053500)","44.1","46.8"
"전북특별자치도 정읍시 시기동(5218054500)","51.4","56.6"
"전북특별자치도 정읍시 초산동(5218056500)","43.1","47"
"전북특별자치도 정읍시 연지동(5218057000)","48.3","51.2"
"전북특별자치도 정읍시 농소동(5218058000)","52.1","56.7"
"전북특별자치도 정읍시 상교동(5218059500)","52.4","56.6"
"전북특별자치도 남원시 (5219000000)","50.5","54.7"
"전북특별자치도 남원시 운봉읍(5219025000)","56.7","62.6"
"전북특별자치도 남원시 주천면(5219031000)","56.1","60.4"
"전북특별자치도 남원시 수지면(5219032000)","58.4","64.9"
"전북특별자치도 남원시 송동면(5219033000)","59","64.3"
"전북특별자치도 남원시 주생면(5219034000)","58.3","64.4"
"전북특별자치도 남원시 금지면(5219035000)","59.4","65.8"
"전북특별자치도 남원시 대강면(5219036000)","62","69.5"
"전북특별자치도 남원시 대산면(5219037000)","56.9","64.3"
"전북특별자치도 남원시 사매면(5219038000)","57.4","63.4"
"전북특별자치도 남원시 덕과면(5219039000)","58.5","65.4"
"전북특별자치도 남원시 보절면(5219040000)","60.4","67.4"
"전북특별자치도 남원시 산동면(5219041000)","59.1","65.8"
"전북특별자치도 남원시 이백면(5219042000)","56.5","61.9"
